timestamp,batch,run,provider,model,variant,group,seed,nonce,section_words,first_cached,warm_attempts,warmed,base_input,base_cached,status,error,input,cached,cache_write,output,reasoning
2026-09-18T20:46:54.826Z,2026-09-18T20:46:25.247Z,0,openai_responses,gpt-5.6-sol,then_user_turn,loop,1176119665,ae797c622f7a,1500,6198,2,true,6694,6691,200,,6751,6691,57,5,0
2026-09-18T20:46:56.004Z,2026-09-18T20:46:25.247Z,0,openai_responses,gpt-5.6-sol,effort_medium,reasoning,1187086929,de2763763110,1500,6184,2,true,6523,6520,200,,6523,0,6520,5,0
2026-09-18T20:46:57.597Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,control,control,1588675813,efb740e6d5e7,1500,6201,2,true,6659,6656,200,,6659,6656,0,5,0
2026-09-18T20:47:01.831Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,drop_reasoning,loop,1560412461,f18c2423cbf3,1500,6225,2,true,6663,6660,400,Item 'fc_06cd608c777316c3006aada33e8ad487d09e3dc54a1e4ff989' of type 'function_call' was provided without its required 'reasoning' item: 'rs_06cd608c777316c3006aada33ad4e887d0947fe49ab10310ed'.,,,,,
2026-09-18T20:47:02.242Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,drop_reasoning_strip_ids,loop,41629249,48b2cc63b224,1500,6207,2,true,6609,6606,200,,6453,6207,243,5,0
2026-09-18T20:47:06.890Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,reasoning_by_reference,loop,2094665873,cb5d9d8298bd,1500,6213,2,true,6581,6578,200,,6581,6578,0,5,0
2026-09-18T20:47:11.059Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,strip_item_ids,loop,503419075,eac8ae0c47b3,1500,6213,2,true,6597,6594,200,,6597,6594,0,5,0
2026-09-18T20:47:11.682Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,output_items_by_reference,loop,1967615388,f075ba73274c,1500,6183,2,true,6649,6646,200,,6649,6646,0,5,0
2026-09-18T20:47:12.775Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,previous_response_id,loop,241895731,c1389545c794,1500,6185,2,true,6522,6519,200,,6522,6519,0,5,0
2026-09-18T20:47:15.286Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,tool_output_edit,loop,558713952,8e567c731694,1500,6203,2,true,6594,6591,200,,6595,6203,389,5,0
2026-09-18T20:47:20.724Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,then_user_turn_no_reasoning,loop,1866308873,ecafb9a26587,1500,6213,2,true,6599,6596,200,,6517,6213,301,5,0
2026-09-18T20:47:20.732Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,then_user_turn,loop,1356582451,42598e658479,1500,6188,2,true,6643,6640,200,,6699,6640,56,5,0
2026-09-18T20:47:23.923Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,control,control,1936714243,244090167aac,1500,6180,2,true,6524,6521,200,,6524,6521,0,5,0
2026-09-18T20:47:26.251Z,2026-09-18T20:46:25.247Z,1,openai_responses,gpt-5.6-sol,effort_medium,reasoning,1807193843,b995b132e430,1500,6195,2,true,6583,6580,200,,6583,0,6580,5,0
2026-09-18T20:47:28.794Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,drop_reasoning,loop,811895757,e434b974ef28,1500,6164,2,true,6563,6560,400,Item 'fc_09e71d14e6f76ad7006aada357244c87d0a9630b00bcafd099' of type 'function_call' was provided without its required 'reasoning' item: 'rs_09e71d14e6f76ad7006aada351f7c487d098460d9422a4e0f7'.,,,,,
2026-09-18T20:47:31.808Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,strip_item_ids,loop,1780989673,1282575a6929,1500,6186,2,true,6516,6513,200,,6516,6513,0,5,0
2026-09-18T20:47:31.902Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,drop_reasoning_strip_ids,loop,277181094,77696d8237f7,1500,6190,2,true,6544,6541,200,,6438,6190,245,5,0
2026-09-18T20:47:37.903Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,reasoning_by_reference,loop,1997298492,5d2dc2b3a32c,1500,6225,2,true,6662,6659,200,,6662,6659,0,5,0
2026-09-18T20:47:38.058Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,output_items_by_reference,loop,1250261794,0cbbd64def2d,1500,6213,2,true,6621,6618,200,,6621,6618,0,5,0
2026-09-18T20:47:42.679Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,previous_response_id,loop,1909256774,a164a060eeb7,1500,6205,2,true,6655,6652,200,,6655,6652,0,5,0
2026-09-18T20:47:42.691Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,tool_output_edit,loop,221401752,4d215bd697dd,1500,6200,2,true,6622,6619,200,,6623,6200,420,5,0
2026-09-18T20:47:45.498Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,then_user_turn,loop,1571252725,dddd5f7bb6f7,1500,6195,2,true,6577,6574,200,,6634,6574,57,5,0
2026-09-18T20:47:46.134Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,then_user_turn_no_reasoning,loop,1604865372,fcff27a46972,1500,6182,2,true,6575,6572,200,,6486,6182,301,5,0
2026-09-18T20:47:52.507Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,control,control,299671548,57de844ceb2f,1500,6195,2,true,6763,6760,200,,6763,6760,0,5,0
2026-09-18T20:47:55.521Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,drop_reasoning,loop,270295402,64fe98cf2cf2,1500,6195,2,true,6576,6573,400,Item 'fc_02b58e8090ba5a87006aada373809087d099566d2c895079a8' of type 'function_call' was provided without its required 'reasoning' item: 'rs_02b58e8090ba5a87006aada36fcaa887d0a246782d6a77af07'.,,,,,
2026-09-18T20:47:56.149Z,2026-09-18T20:46:25.247Z,2,openai_responses,gpt-5.6-sol,effort_medium,reasoning,899912295,f85f78d1ddf6,1500,6197,2,true,6655,6652,200,,6655,0,6652,5,0
2026-09-18T20:47:58.346Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,reasoning_by_reference,loop,1278998857,a0ce6fb3ea8d,1500,6203,2,true,6608,6605,200,,6608,6605,0,5,0
2026-09-18T20:47:58.635Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,drop_reasoning_strip_ids,loop,1477828693,1cd7ea337ebe,1500,6195,2,true,6570,6567,200,,6443,6195,245,5,0
2026-09-18T20:48:01.656Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,strip_item_ids,loop,1470512245,d6914daf6f95,1500,6204,2,true,6535,6532,200,,6535,6532,0,5,0
2026-09-18T20:48:05.654Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,output_items_by_reference,loop,231924561,2e2041a7f388,1500,6195,2,true,6594,6591,200,,6594,6591,0,5,0
2026-09-18T20:48:06.524Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,previous_response_id,loop,2109182597,3d7821200031,1500,6183,2,true,6551,6548,200,,6551,6548,0,5,0
2026-09-18T20:48:11.947Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,then_user_turn_no_reasoning,loop,2030386798,e97ec439b3ae,1500,6201,2,true,6535,6532,200,,6507,6201,303,5,0
2026-09-18T20:48:12.100Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,tool_output_edit,loop,681325462,2ef2ae299677,1500,6191,2,true,6614,6611,200,,6615,6191,421,5,0
2026-09-18T20:48:12.643Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,then_user_turn,loop,142196434,7bd859aa3da1,1500,6213,2,true,6687,6684,200,,6744,6684,57,5,0
2026-09-18T20:48:16.807Z,2026-09-18T20:46:25.247Z,3,openai_responses,gpt-5.6-sol,effort_medium,reasoning,1707232347,1965394678ec,1500,6187,2,true,6575,6572,200,,6575,0,6572,5,0
